# 155MM M549 -- tabela de saída do SPIN-73 (Whyte 1973), p. 62 (JP2 0065).
# Leitura com classes de glifo (A = 6 ou 8; [xy] = x ou y; ? = ilegível); ver resolver_glifos.py.
#
# entrada: VB=0.590 VCG=3.520 DM=0.090 BOOM=0.000
# entrada: DIA=0 IX=0 IY=0 WGT=0 TWIST=0
# cabecalho: VCG ?.520; 3.520 pela identidade CNPA5 = CYPA*(VCG-CPF5) com colunas impressas (4.121 - 0.579/0.963 = 3.5198)
# cabecalho: VL 5.A5?, VN ?.99?, BD 1.02?, OR ?8.900 (8,9 ou 18,9) ilegíveis
# decidir: VL 5.60 5.70 CMQ | cabeçalho 5.A5?
# decidir: VN 2.990 2.999 CPF5 | cabeçalho ?.99? em zoom 8 (a leitura antiga, ?.90?, era do recorte pequeno e deixava o CPF5 inteiro 0,02 abaixo)
# decidido: OR=18.900 CX2 | cabeçalho ?8.900: com 8,9 o CX2 erra 0,33; com 18,9, 0,005
# decidir: BD 1.018 1.030 CX | cabeçalho 1.02?
#
# Gerado por resolver_glifos.py a partir de leituras/p62_155mm_m549.txt
#
# identidade: CYPA 0.01 -.9A3 -> -0.963 | única leitura que fecha as identidades entre colunas impressas
# identidade: CYPA 0.6 -.9A3 -> -0.963 | única leitura que fecha as identidades entre colunas impressas
# identidade: CYPA 0.8 -.9A3 -> -0.963 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 0.8 -.2[13]5 -> -0.235 | única leitura que fecha as identidades entre colunas impressas
# identidade: CYPA 0.9 -1.07A -> -1.076 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA5P 0.9 -692.?33 -> -692.833 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 0.95 5.2A1 -> 5.281 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNA 1.0 1.9[03]5 -> 1.905 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 1.0 4.9?0 -> 4.920 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 1.0 ?.?37 -> 0.937 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNA 1.05 2.[03]40 -> 2.040 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 1.05 4.5?6 -> 4.506 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 1.1 1.40A -> 1.406 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 1.1 0.A[13]9 -> 0.639 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNA 1.2 2.1AA -> 2.188 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 1.2 4.3?9 -> 4.339 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 1.2 1.?37 -> 1.537 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 1.2 0.6[59]1 -> 0.651 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 1.35 0.AA9 -> 0.669 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA3 1.35 9.A2A -> 9.628 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 1.5 4.1?2 -> 4.112 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 1.5 1.A2A -> 1.828 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 1.5 0.A7A -> 0.678 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 1.75 0.6A7 -> 0.687 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA5P 1.75 -3A.AA9 -> -38.689 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNA 2.0 2.AA0 -> 2.680 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 2.0 3.7?3 -> 3.703 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 2.0 2.13A -> 2.138 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA 2.0 0.69A -> 0.696 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 2.5 2.?29 -> 2.329 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 3.0 2.?7A -> 2.376 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA3 3.0 4.A0A -> 4.606 | única leitura que fecha as identidades entre colunas impressas
# identidade: CMA 4.0 3.1?9 -> 3.139 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 4.0 2.?45 -> 2.345 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA3 4.0 4.A0A -> 4.606 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPN 5.0 2.?14 -> 2.314 | única leitura que fecha as identidades entre colunas impressas
# identidade: CNPA3 5.0 4.60A -> 4.606 | única leitura que fecha as identidades entre colunas impressas
# identidade: CPF1 5.0 4.2A2 -> 4.262 | única leitura que fecha as identidades entre colunas impressas
#
# duvidosa: CX2 0.01 2.5?4 | não resolvido pelas identidades
# duvidosa: CNA 0.01 1.5?? | não resolvido pelas identidades
# duvidosa: CMA 0.01 4.34? | não resolvido pelas identidades
# duvidosa: CNPA 0.01 -.4?? | não resolvido pelas identidades
# duvidosa: CPF1 0.01 3.0[4A]9 | não resolvido pelas identidades
# duvidosa: CX2 0.6 2.5?4 | não resolvido pelas identidades
# duvidosa: CNA 0.6 1.5?9 | não resolvido pelas identidades
# duvidosa: CMA 0.6 4.37A | não resolvido pelas identidades
# duvidosa: CNPA 0.6 -.4?? | não resolvido pelas identidades
# duvidosa: CPF1 0.6 3.0[4A]9 | não resolvido pelas identidades
# duvidosa: CX2 0.8 2.?A3 | não resolvido pelas identidades
# duvidosa: CMA 0.8 4.A4? | não resolvido pelas identidades
# duvidosa: CX2 0.9 ?.93A | não resolvido pelas identidades
# duvidosa: CNA 0.9 1.A40 | não resolvido pelas identidades
# duvidosa: CMA 0.9 5.2A? | não resolvido pelas identidades
# duvidosa: CNPA 0.9 ?.0?? | não resolvido pelas identidades
# duvidosa: CMQ 0.9 -15.14? | não resolvido pelas identidades
# duvidosa: CX 0.95 0.1A2 | não resolvido pelas identidades
# duvidosa: CX2 0.95 ?.?7? | não resolvido pelas identidades
# duvidosa: CPN 0.95 ?.49? | não resolvido pelas identidades
# duvidosa: CYPA 0.95 -1.34A (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CNPA 0.95 0.35? (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CNPA3 0.95 57.[13][13]9 | não resolvido pelas identidades
# duvidosa: CNPA5P 0.95 -535.??0 | não resolvido pelas identidades
# duvidosa: CPF1 0.95 3.7A0 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CX 1.0 0.2A5 | não resolvido pelas identidades
# duvidosa: CX2 1.0 4.4A5 | não resolvido pelas identidades
# duvidosa: CNPA 1.0 0.4A4 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CNPA5P 1.0 -353.A43 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CPF1 1.0 3.9A9 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CX2 1.05 4.?04 | não resolvido pelas identidades
# duvidosa: CPN 1.05 1.?1? | não resolvido pelas identidades
# duvidosa: CNPA 1.05 0.59? | não resolvido pelas identidades
# duvidosa: CNPA3 1.05 23.4?? | não resolvido pelas identidades
# duvidosa: CNPA5P 1.05 -196.AA9 | não resolvido pelas identidades
# duvidosa: CMQ 1.05 -20.6[59]2 | não resolvido pelas identidades
# duvidosa: CX2 1.1 5.43? | não resolvido pelas identidades
# duvidosa: CNA 1.1 2.0?7 | não resolvido pelas identidades
# duvidosa: CMA 1.1 4.4?2 | não resolvido pelas identidades
# duvidosa: CX2 1.2 5.9?4 | não resolvido pelas identidades
# duvidosa: CNPA3 1.2 11.[5A]37 | não resolvido pelas identidades
# duvidosa: CNPA5P 1.2 -7?.A67 | não resolvido pelas identidades
# duvidosa: CMQ 1.2 -24.37? | não resolvido pelas identidades
# duvidosa: CX2 1.35 5.37? | não resolvido pelas identidades
# duvidosa: CMA 1.35 4.29? (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CPN 1.35 1.A95 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CNPA5P 1.35 -5A.77A | não resolvido pelas identidades
# duvidosa: CX2 1.5 4.A11 | não resolvido pelas identidades
# duvidosa: CNPA3 1.5 A.A2[37] | não resolvido pelas identidades
# duvidosa: CNPA5P 1.5 -4A.7[37]3 | não resolvido pelas identidades
# duvidosa: CMA 1.75 3.9?7 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CPN 1.75 1.A7? (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CNPA5P 2.0 -2A.444 (nenhuma leitura fecha as identidades) | não resolvido pelas identidades
# duvidosa: CX2 2.5 3.?0A | não resolvido pelas identidades
# duvidosa: CNPA3 2.5 5.61? | não resolvido pelas identidades
# duvidosa: CNPA5P 2.5 -1A.AAA | não resolvido pelas identidades
# duvidosa: CNPA5P 3.0 -A.55A | não resolvido pelas identidades
# duvidosa: CNPA5P 4.0 -A.55A | não resolvido pelas identidades
# duvidosa: CX2 5.0 1.A65 | não resolvido pelas identidades
# duvidosa: CNPA5P 5.0 -A.55A | não resolvido pelas identidades
MACH,CX,CX2,CNA,CMA,CPN,CYPA,CNPA,CNPA3,CNPA5P,CPF1,CPF5,CNPA5,CMQ,CLP
0.01,0.113,,,,,-0.963,,110.072,-1063.222,,4.121,0.579,-12.772,-0.037
0.6,0.113,,,,,-0.963,,110.072,-1063.222,,4.121,0.579,-12.772,-0.037
0.8,0.115,,1.590,,,-0.963,-0.235,100.028,-962.778,3.276,4.215,0.669,-12.772,-0.035
0.9,0.135,,,,,-1.076,,73.033,-692.833,3.594,4.209,0.741,,-0.030
0.95,,,1.744,5.281,,,,,,,4.162,0.873,-17.482,-0.026
1.0,,,1.905,4.920,0.937,-1.245,,39.133,,,4.195,0.840,-21.247,-0.025
1.05,0.340,,2.040,4.506,,-1.132,,,,4.044,4.234,0.808,,-0.024
1.1,0.337,,,,1.406,-1.076,0.639,16.533,-127.833,4.114,4.256,0.792,-22.437,-0.024
1.2,0.327,,2.188,4.339,1.537,-0.963,0.651,,,4.196,4.309,0.760,,-0.024
1.35,0.310,,2.305,,,-0.963,0.669,9.628,,4.215,4.309,0.760,-25.130,-0.024
1.5,0.294,,2.430,4.112,1.828,-0.963,0.678,,,4.224,4.309,0.760,-26.922,-0.024
1.75,0.270,4.242,2.557,,,-0.963,0.687,7.619,-38.689,4.234,4.309,0.760,-26.922,-0.023
2.0,0.250,3.672,2.680,3.703,2.138,-0.963,0.696,6.614,,4.243,4.309,0.760,-26.922,-0.023
2.5,0.217,,2.837,3.379,2.329,-0.963,0.705,,,4.253,4.309,0.760,-26.922,-0.022
3.0,0.196,2.536,2.771,3.170,2.376,-0.963,0.714,4.606,,4.262,4.309,0.760,-26.922,-0.021
4.0,0.158,2.101,2.671,3.139,2.345,-0.963,0.714,4.606,,4.262,4.309,0.760,-26.922,-0.020
5.0,0.136,,2.571,3.101,2.314,-0.963,0.714,4.606,,4.262,4.309,0.760,-26.922,-0.019
